,Job Title,Location,Data,Link,Job Attibutes,Job Descripts
56,"Afterschool program looking for creative, energetic teachers", (Cambridge),Dec-28,https://boston.craigslist.org/gbs/edu/d/somerville-afterschool-program-looking/6782039449.html,"
compensation: $16/hr

employment type: part-time

","

QR Code Link to This Post


Do you love working with children? Are you creative, energetic and hardworking? Are you excited to support children and families during Out of School time? Do you want to work in a welcoming, supportive, inclusive, collaborative, committed, team-oriented environment that values your unique interests, talents, experiences and background? We want you on our team!

Agassiz Baldwin Community is a place that nurtures individual growth and creativity, builds connections, and serves as a forum for community advocacy.
We believe in:
-Welcoming and including everyone
-Lifelong learning
-Fostering a culture of creativity and cooperation

Our Afterschool program serves 1st-5th Grades by providing an engaging and enriching curriculum and daily activities that include organized sports and games, arts and crafts, cooking, homework assistance, and free activity time every day. Teachers are given the freedom to develop their activities based on their own talent and interest areas while considering student/team needs and curiosities. Each afternoon, children choose their activities from the menu of teachers' options. Past activities and clubs have included jewelry making, philosophy, origami, juggling, fashion design, gardening and more! The more creative your ideas, the better! 

Qualifications:
-Available and committed to teach weekday afternoons 2pm-6pm from September 2018 to June 2019 with additional hours for meetings, trainings, professional development and events.
-Experience working with children--teaching, tutoring, babysitting, coaching, mentoring, camp counseling, parenting, etc. 
-CPR and First Aid certified or willingness to get certification
-Willingness to teach all types of activities--from high energy games to quieter, more focused activities
-Two years of college experience
-A deep, personal commitment to supporting all children to be their best and a strong sense of empathy for children's diverse needs
-The ability to thrive in and enjoy a fast-paced, dynamic environment
-The ability to work effectively in a team environment and the willingness and desire to support others in doing their best work
-A spirit that reflects an openness to learn and a willingness to problem-solve

Commitments and Responsibilities:
-Prepare two 45 minute activities each afternoon that will engage, challenge, and excite children
-Support program requirements with preparation of snacks, maintenance of the space, pick up of children from buses or classrooms, and other duties as assigned
-Prioritize keeping children safe and accounted for throughout their time in after school
-Commit to 20 hours of Professional Development time throughout the year (paid)
-Bring your best self to work everyday and be prepared to work hard, contribute to a team, take initiative, be creative, and be a strong, consistent and positive role model to a diverse group of students

Benefits:
-Paid sick time
-Free dental insurance for employees working at least 20 hours/week
-Opportunities to work additional hours throughout the year
-Opportunity to receive vouchers for Lesley University classes
-Professional Development and opportunities to access professional learning communities
-Summer work
-Opportunities for reduced tuition for classes in our Maud Morgan Arts Programs upon supervisor approval

Open Positions:
-Kindergarten Afterschool Teacher
-1st-5th Grade Afterschool Teacher

Our Afterschool staff join us from all walks of life yet have a common interest in work that is professional, child-focused, consistent, and part-time. We are an inclusive community and artists, musicians, coaches, semi-retired individuals, parents, college and graduate students, etc. are all encouraged to apply. We strongly believe in the value of diversity and aim to build a team that represents people of many races, ethnicities, gender identities, sexual orientations, ages, and those who do not speak English as their first language. Employment is dependent on completing a background and fingerprint check. Interested candidates should reply to this post with a cover letter and resume as a single document directed to Andrea Breen at  resumes@agassiz.org. No phone calls please.

For more information about our organization, please go to: www.agassiz.org. Agassiz Baldwin Community is an Equal Opportunity Employer (EOE).
"
57,EEC Certified Infant/Toddler Teacher," (Brighton, MA)",Dec-28,https://boston.craigslist.org/gbs/edu/d/brighton-eec-certified-infant-toddler/6782034791.html,"
compensation: Qualified candidates will be offered between $15-$16.50 per hour and can buy into group health insurance plan

employment type: full-time

","

QR Code Link to This Post


Immediately seeking EEC certified infant/toddler teachers in our new Brighton location. 

Our beautiful new center, which T accessible, is ready to open and waiting for you to add your skills and talents to our teaching team. We are searching for flexible, warm, nurturing, kind, childcare teachers who are EEC teacher certified. If you love to work with young children and help them be their best, please follow the link below to apply. This is a 40 hours per week position - interviews will be set up immediately.

http://ourfuturelearning.com/contact-us/jobs/

Qualifications for Teachers:
-Must be EEC certified as a Infant/Toddler Teacher
-CPR and First Aid certified (training can be done on site if expired)
-Flexibility for scheduling between the hours of 7am-6pm Monday-Friday    "
58,Early Intervention Service Coordinator, (Dorchester),Dec-28,https://boston.craigslist.org/gbs/edu/d/boston-early-intervention-service/6781851028.html,"
compensation: TBD

employment type: full-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Early Intervention Service Coordinator




Requisition #8719
Early Intervention Service Coordinator (Early Intervention, Dorchester)
Schedule: Monday through Friday
Salary: dependent on licensure




Responsibilities:

Provide home visits and service coordination to eligible children 0-3 years of age and their families.Participate in multidisciplinary assessments and help families transition to other services.Help families implement strategies to aid in the development of their child(ren).Help families access resources in the community.

Qualifications:

Master's degree in Social Work, Psychology, Early Intervention OR Bachelor's degree in Early Childhood Education or Nursing.Experience working with infants, toddlers and their families.*Must be fluent in Spanish.
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove.org/apply/index.cfm?pid=8719.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
59,Kindergarten Teacher," (Arlington, MA)",Dec-28,https://boston.craigslist.org/gbs/edu/d/kindergarten-teacher/6781786384.html,"
compensation: 16.00/hour including annual raises and excellent benefits

employment type: full-time

","

QR Code Link to This Post


Arlington Children's Center is a private not-for-profit, year-round childcare center located near Arlington Center offering:
~ creative team teaching
~ a collegial supportive work environment
~ on-going professional development opportunities 
~ competitive salary
After 30 days of employment:
~ excellent health, dental and disability insurance benefits 
~ generous paid time off including holidays, vacation,  3 personal days and 12 sick days

We are looking for a qualified, enthusiastic teacher to join our Kindergarten team who could start as soon as possible.
Arlington Children's Center provides a safe and nurturing environment in which children, guided and encouraged by a professional staff can delight in growing and learning. The overriding strength of ACC lies in our sense of community, our respect for each other and our friendly learning approach. Our overall goal is to help develop responsible, self-confident, healthy, happy and successful children.

The ideal candidate should:
~ hold a degree in Early Childhood or Elementary Education 
~ have relevant experience working with children in a Kindergarten setting
~ have or be eligible for a Preschool Teacher certificate from the Department of Early Education and Care

Arlington Children's Center is an equal opportunity employer.

"
60,Childcare needed for military program," (Boston, MA)",Dec-27,https://boston.craigslist.org/gbs/edu/d/everett-childcare-needed-for-military/6781618786.html,"
compensation: 225.00 cash

employment type: part-time

","

QR Code Link to This Post


Skies The Limit Academy | P.O. Box 965 | Herndon, VA 20170|703-392-7890
Childcare Providers Wanted for Military events

Skies the Limit Academy is seeking childcare providers who may be interested in working with us nationwide to support our childcare effort for our military client. We support our military under Yellow Ribbon Reintegration Training (The Yellow Ribbon Reintegration Program is a DoD-wide effort to promote the well-being of National Guard and Reserve members, their families, and communities, by connecting them with resources throughout the deployment cycle) and Strong Bond (Strong Bonds is a unit-based, chaplain-led program which assists commanders in building individual resiliency by strengthening the Military Family). We support the above with childcare, which allows the soldiers and their significate other to complete necessary tasks, participate in required trainings and complete workshops. We are looking for out-going individuals nationwide to help us continue to provide excellent childcare service! 
You must be: 
-GREAT with children
-Outgoing
-CPR Certified 
-Be able to pass a background check
-Be available for training

IF YOU DON'T MEET THE ABOVE REQUIREMENTS PLEASE DO NOT INQUIRE

Where are events held:
Events are held at locations such as hotels, conference centers and military bases. A large room or rooms are set up like a drop-in childcare center and childcare is provided on site. 

Looking for staff for our upcoming event in Boston, Mass. (location is TBA)

Jan 12-13 2019
Hours 7:00AM - 5:00 PM Saturday
7:00 AM to 1:00 PM Sunday
Pay is 225.00 cash

What will I be doing as a childcare provider:
As a childcare provider you will be caring for children ages newborn-18yrs of age with a group of individuals working together. You will be expected to be on the floor playing, running, making art, singing, dancing and having fun with the kiddos!

Pay for your services will be provided by Skies The Limit Academy at the end of the event.

Skies The Limit Academy does over 250 events across the country each year. So for the right candidates we will have many added opportunities. If you are interested and are available to work with us please email your resume to the email provided or call 716-335-3614
"
61,FINANCIAL EDUCATOR," (1200 Hancock st,suite 304 Quincy,ma)",Dec-27,https://boston.craigslist.org/nos/edu/d/quincy-financial-educator/6781538760.html,"
compensation: Can earn up to 100k a year

employment type: employee's choice

","

QR Code Link to This Post


You're doing a great job. I know you need to hear that. Being away from your kids so much isn't always an easy thing. In fact, it's the hardest. But, I get you, Working Mom, because I am you.

The ""Mom Guilt"" you feel is real. I feel it, too. Do my kids know I love them? Do they see me enough? Am I giving them enough time and attention? Am I scarring them for life?

You're not alone, Working Mom. The workforce is full of women like you - strong, determined, hard working mamas set out to provide for their families and maybe even enjoy themselves along the way. I know you sometimes feel like you can't win. You feel like if you succeed at work, you fail at home. You feel like everything you do away from your kids outside of work becomes a choice between that thing and seeing your kids that day. You wish you had more ""me"" time than just the commute to and from your workplace. You long for more time with your kids while simultaneously wishing it was their bedtime so you can wash the dishes, pick up the toys, prepare for the next day and go to bed yourself. You are on the go from the time you wake up until the time you fall into bed. You wish days were 36 hours instead of 24.

I know that working isn't always a choice, Mama. For some of you it is - some of you know that being a SAHM is a calling you didn't receive and that working away from home actually makes you a better mom with no regrets. I respect that. Women should be allowed to have a career and a family. No shame in that at all, Mama. But, I also know many of you working moms did not choose to work but rather have to work. I know this makes it harder - you feel stuck. You wish for something different - for some way to pay your bills, see your kids, and be more content.


35 percent of Canadians do not have savings or investments

Only 27% of private sector workers have an employee funded pension plan

33% or more than 77 million of American's don't pay their bills on time

Only 59% of adults say they have savings

Come and learn how to create a meaningful and successful business that helps secure your future by applying key financial concepts from one of the field's experts and top earners

Learn how helping businesses and families in our communities and how you can become part of a winning team of Financial Educator

we are looking for Mothers sisters and people who care about other people 
this is not a job this is an opportunity to change your life. This is an opportunity to change the way our kids look at the world we want people who care about people.


*requirement before interview*
Must come to one of our Financial literacy Workshop to see if this is a good opportunity for you    "
62,Chinese Mandarin  Language Teacher, (Hingham MA),Dec-27,https://boston.craigslist.org/sob/edu/d/hingham-chinese-mandarin-language/6781256274.html,"
compensation: Salary +Health,Sick Days,Vacation Benefits

employment type: full-time

","

QR Code Link to This Post


SELA The International Private School (www.suescuela.com)- Hingham

Full Time Preschool & After School Program -K-12 Grade  Chinese Mandarin Language Teacher 


Create lesson plans 
Teach conversational Mandarin Chinese to Students
Understand and incorporate Su Escuela Language Academy methodology
Prepare and deliver engaging, learner-centered lessons that focus on communication. 
Communicate classroom/student issues to the  Director or Assistant Director in a timely manner.
Keep attendance records and any other required paperwork 
Attend occasional staff meetings and professional development sessions 
Document lessons and activities 
Assess students regularly, via monthly assessments aligned to the curriculum. 

Requirements:
 • At least 1 year teaching experience
 • Strong communication and interpersonal skills
 • Able to work independently and as part of a team
 • Computer proficiency (i.e. Microsoft Office, the internet)
 • Bilingual: Chinese (Mandarin)/English required    "
63,EEC Certified Infant/ Toddler/ Preschool Teachers -$500 SIGN ON BONUS, (Everett),Dec-27,https://boston.craigslist.org/nos/edu/d/everett-eec-certified-infant-toddler/6781233103.html,"
compensation: TBD

employment type: full-time

","

QR Code Link to This Post


Start a NEW YEAR off Right!!!  We want you to be apart of an amazing TEAM!!

We are looking for EEC certified toddler and preschool teachers to help us grow! Competitive wages! Great working environment that is supportive to the staff.  


Interviews will be set up immediately and you may email your resume to childrensplayhouse@msn.com and/or please contact Michelle Diaz 617-387-5405. Phone calls are encouraged to talk more about the opportunities.

Benefit Package:

8 Sick/Personal Days 
Birthday off with pay after 1 year of employment 
14 Paid Holidays
Paid Snow Days 

Company offers employee health insurance benefits. We MATCH 50 % of the cost of the plan. Dental insurance is also offered to all employees after 3 months of service 

""Equal Opportunity Employer""    "
64,Northeast Arc Open Interview Day 1/9, (Danvers),Dec-27,https://boston.craigslist.org/nos/edu/d/danvers-northeast-arc-open-interview/6781119006.html,"
compensation: DOE

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


Looking to start the new year with new opportunities? If you're thinking of making a career change and want to be a part of a mission based organization committed to changing lives, Northeast Arc and Northeast Clinical Services may have the opportunity you're looking for! 
Join us for our open interview day Wednesday, January 9th 8am- 4pm  (1 Southside Rd. Danvers) 
Bring a copy of your resume and stop by for an on the spot interview with one of our recruiters! 

We'll be looking for...
-	Van Drivers
-	Direct Support Professionals
-	ABA Therapists 
-	Registered Nurses 
-	And More!! 
Full time, part time, and per diem positions available. 

For a full list of employment opportunities or to apply online any time visit https://ne-arc.org/about-us/join-our-team/  or https://neclinical.applicantstack.com/x/openings
"
65,**TUTORING OPPORTUNITIES - LOTS OF CLIENTS - GET PAID TWICE A WEEK**, (Boston and Surrounding Suburbs),Dec-27,https://boston.craigslist.org/gbs/edu/d/tutoring-opportunities-lots-of-clients/6781012202.html,"
compensation: Great pay - earnings paid twice a week

employment type: contract

","

QR Code Link to This Post






Tutors needed now! The application only takes 3 minutes to complete:  Learn more and start earning

Varsity Tutors is recruiting for test prep and academic tutors across multiple subjects. Tutors are paid twice a week, set their own available hours, and choose which clients they want to work with. There are many tutoring opportunities available now.





Apply today!


There are multiple ways for tutors to earn while tutoring on the Varsity Tutors platform:

 Online Tutoring: use the Varsity Tutors online tutoring platform to tutor anywhere and at any time
 On-Demand Tutoring (Instant Tutoring): no need to schedule sessions ahead of time - simply take on opportunities as they arise
 In-Person Tutoring: many students are looking for tutoring across multiple subjects


Tutors are independent contractors and have the freedom to use their own teaching styles and methods.



Tutoring opportunities include: ACT, SAT, Spanish, Physics, Chemistry, Calculus, Algebra, Mandarin Chinese, Statistics, Geometry, Algebra Tutor, Calculus, Elementary Math, Elementary School Subjects, Middle School Subjects, High School Subjects, College Subjects, Precalculus, Stats Tutorials, Trigonometry, Math, Science, Accounting, Advanced Placement, AP coaches, Anatomy, Biology Instructor, Chemistry Instructors, Computer Science Teachers, Economics, Engineering, English Teacher, ESL, EFL, Finance, French lesson, German lessons, GMAT, GRE, History, HSPT, International Baccalaureate courses, IB Class, Part-Time Classes, ISEE, Japanese Instruction, Latin coach, LSAT, MCAT preparation, Organic Chemistry, Biochemistry, Phonics Assistant, Physics Professors, PSAT, Reading tutorial, SSAT, TACHS, Test Prep, Writing Professor, Computer Science course, Online Subjects, Part Time Tutors, Special Education, Professional Certification Exams including: CPA, CFA, USMLE, Bar Exam, Exam P-Probability, Exam FM-Financial Mathematics, Exam IFM-Investment and Financial Markets, Exam LTAM-Long-Term Actuarial Mathematics, Exam STAM-Short-Term Actuarial Mathematics, Exam SRM-Statistics for Risk Modeling, Exam PA-Predictive Analytics, CIMA, CFP, CAIA, FRM, SIE, NBDE, DAT, PCAT, OAT, COMLEX, PMP, Certified ScrumMaster, Six Sigma, Series 3, Series 5, Series 6, Series 7, Series 11, Series 15, Series 17, Series 22, Series 30, Series 31, Series 32, Series 37, Series 38, Series 42, Series 44, Series 47, Series 52, Series 55, Series 56, Series 57, Series 62, Series 63, Series 65, Series 66, Series 72, Series 79, Series 82, Series 86, Series 87, Series 99, Series 4, Series 9, Series 10, Series 12, Series 14, Series 14A, Series 16, Series 23, Series 24, Series 26, Series 27, Series 28, Series 39, Series 51, Series 52.


Suburbs where we're seeking tutors include: Framingham, Andover, Wellesley, Natick, Brookline, Massachusetts, Newburyport, Central Falls, Melrose, Gloucester, Franklin, Watertown, Woburn, Everett, Marlborough, Beverly, Fitchburg, Leominster, Salem, Chelsea, Attleboro, Woonsocket, Methuen, East Providence, Peabody, Medford, Malden, Taunton, Revere, Waltham, Haverhill, Lawrence, Pawtucket, Somerville, Cranston, Newton, Warwick, Nashua, Lynn, Fall River, New Bedford, Quincy, Brockton, Lowell, Cambridge, Westminster, Providence, Worcester, Boston

These tutoring opportunities can be a good fit for people searching for: tutoring jobs, tutor jobs, test prep tutoring, online tutoring jobs, online tutor jobs, tutoring jobs for teachers, tutoring jobs for college students, tutoring jobs for college graduates, flexible tutoring jobs, part-time tutoring work, tutoring work, tutoring gigs, academic tutoring jobs, K-12 tutoring jobs, math tutoring jobs, science tutoring jobs, independent tutoring work, professional certifications tutoring
"
66,Smolak Farms Animal Care Manager, (North Andover MA),Dec-26,https://boston.craigslist.org/nwb/edu/d/north-andover-smolak-farms-animal-care/6780767057.html,"
compensation: $14 - $16/ hour - depending on experience

employment type: part-time

","

QR Code Link to This Post


Smolak Farms Animal Care Manager Position (North Andover, MA)

-Are you an animal lover with a lot of care taking experience? 
-Smolak Farms is looking for someone to feed, clean and maintain our animal area. 
-Interaction between animals and customers while educating them is most important. 
-In addition to providing daily care and management to our animals, Animal Manager will also be in charge of animal training, enrichment, guest interaction, exhibit maintenance/design, hay/grain inventory and other duties as assigned.
-Candidates interested in this position should be self-motivated, dependable, have a positive attitude, and problem solving abilities.

Our collection of over 70 animals including European fallow deer, goats, sheep, pigs, llama, alpacas, rabbits and several different species of birds.

Requirements:
Knowledge of:
-Animal management and husbandry skills
-Exhibit design and maintenance desirable
-Zoonotic disease prevention, along with general illness prevention

Effective communication skills
-Applicants must be able to work in different weather environments including working outside alone in the winter!  
-Must be comfortable with walking, lifting (must be able to lift at least 50+ lbs.), and time outdoors. -Physical exertion includes repetitive motions and climbing on a regular basis.
-Must be able to work both as a team member and independently.
-General knowledge of livestock & domestic species and coursework in biology/zoology are preferred but not required.

This position is 5 days a week and year round.  Weekends and holidays are required.  Hours will vary from up to 40hrs/week during Fall Festival season (Sept. & Oct) to 20-25hrs/week during the winter.
Check our website at www.smolakfarms.com
Please send a cover letter and resume to inform@smolakfarms.com    "
67,English teacher with ESL or SEI license,N/A,Dec-26,https://boston.craigslist.org/gbs/edu/d/brighton-english-teacher-with-esl-or/6780527532.html,"
compensation: Depending on experience

employment type: part-time

","

QR Code Link to This Post


A small private school with a reputation and commitment for excellence in academia is looking for a talented English teacher for grades 1-3.  ESL or SEI license, or willingness to obtain one. The position is part-time but can be combined with administrative tasks to add more hours. Please send cover letter and resume to Rabbi Dan Rodkin at rabbi@shaloh.org.    "
68,School-Age Group Leader, (Medfield),Dec-26,https://boston.craigslist.org/bmw/edu/d/school-age-group-leader/6780524367.html,"
compensation: $12-$17 dependent on experience and education

employment type: part-time

","

QR Code Link to This Post


NOW HIRING for 2018/2019 School year !!!!!!

Kidsborough, a before and after school enrichment program in Medfield, is looking for dynamic, confident, self-motivated, creative and caring individuals with extensive experience in a school age setting to work with children in grades K-8 for the academic school year. Responsibilities include implementing our kindergarten curriculum and assisting and supporting children with homework, creating and implementing art, cooking, science and other enrichment activities, and guiding and supporting the children in their development of interpersonal skills in a fun, respectful and safe environment.

Part-time positions available (2-5 days/week):

Medfield
M-F 2:00-6:30pm

Availability on most half-days and non-school days is essential.
Some flexibility possible with afternoon start/end time.  

Must have significant relevant experience.  College students encouraged to apply!!!  

Please email resume and availability to kidsborough@gmail.com. Potential candidates will be contacted by phone or email to schedule an interview. Only candidates with relevant experience need respond. Due to the volume of applicants, we will only respond to candidates whose qualifications meet the requirements of the position. 

All candidates are required to complete a CORI authorization form and present identification as required by 101 CMR 15.06(2)(b). Prior to hiring, a Statement of Health (within 1 year) from a physician must be provided. References will be checked. First Aid/CPR certification required within one month of hire.

We hire great people to care for our great kids!    "
69,School-Age Group Leader, (Ashby or Townsend),Dec-26,https://boston.craigslist.org/bmw/edu/d/ashby-school-age-group-leader/6780523748.html,"
compensation: $12-$17 dependent on experience and education

employment type: part-time

","

QR Code Link to This Post


NOW HIRING for 2018/2019 School year !!!!!!

Kidsborough, a before and after school enrichment programs in Ashby and Townsend , are looking for dynamic, confident, self-motivated, creative and caring individuals with extensive experience in a school age setting to work with children in grades K-8 for the academic school year. Responsibilities include implementing our kindergarten curriculum and assisting and supporting children with homework, creating and implementing art, cooking, science and other enrichment activities, and guiding and supporting the children in their development of interpersonal skills in a fun, respectful and safe environment.

Part-time positions available (2-5 days/week):

M-F 7-9AM
M-F 2:30-6:00pm

Availability on most half-days and non-school days is essential.
Some flexibility possible with afternoon start/end time.  

Must have relevant experience.  College students encouraged to apply!!    

Please email resume and availability to kidsborough@gmail.com. Potential candidates will be contacted by phone or email to schedule an interview. Only candidates with relevant experience need respond. Due to the volume of applicants, we will only respond to candidates whose qualifications meet the requirements of the position. 

All candidates are required to complete a CORI authorization form and present identification as required by 101 CMR 15.06(2)(b). Prior to hiring, a Statement of Health (within 1 year) from a physician must be provided. References will be checked. First Aid/CPR certification required within one month of hire.

We hire great people to care for our great kids!    "
70,School-Age Group Leader," (Marlborough, Framingham, Hopkinton)",Dec-26,https://boston.craigslist.org/bmw/edu/d/school-age-group-leader/6780523260.html,"
compensation: $12-$17 dependent on experience and education

employment type: part-time

","

QR Code Link to This Post


NOW HIRING for 2018/2019 School year !!!!!!!!!!!

Kidsborough, a before and after school enrichment program with locations in Hopkinton, Framingham, Medfield,  Marlborough, Canton, and North Middlesex Regional is looking for dynamic, confident, self-motivated, creative and caring individuals with extensive experience in a school age setting to work with children in grades K-8 for the academic school year. Responsibilities include implementing our kindergarten curriculum and assisting and supporting children with homework, creating and implementing art, cooking, science and other enrichment activities, and guiding and supporting the children in their development of interpersonal skills in a fun, respectful and safe environment.

Part-time positions available (2-5 days/week):

Framingham, Marlborough
M-F 7:00-8:45am and/or
M-F 2:30-6:00pm

Hopkinton
M-F 7:00-845am and/or
M-F 2:00-6:30pm



Availability on most half-days and non-school days is essential.
Some flexibility possible with afternoon start/end time.  

Degree preferred or college and grad students with relevant experience working towards education related degree. Must be 18 or over.

Please email resume and availability to kidsborough@gmail.com. Potential candidates will be contacted by phone or email to schedule an interview. Only candidates with relevant experience need respond. Due to the volume of applicants, we will only respond to candidates whose qualifications meet the requirements of the position. 

All candidates are required to complete a CORI authorization form and present identification as required by 101 CMR 15.06(2)(b). Prior to hiring, a Statement of Health (within 1 year) from a physician must be provided. References will be checked. First Aid/CPR certification required within one month of hire.

We hire great people to care for our great kids!    "
71,School-Age Group Leader, (Canton),Dec-26,https://boston.craigslist.org/bmw/edu/d/school-age-group-leader/6780522768.html,"
compensation: $12-$17 dependent on experience and education

employment type: part-time

","

QR Code Link to This Post


NOW HIRING for 2018/2019 School year !!!!!!

Kidsborough, a before and after school enrichment program in Canton, is looking for dynamic, confident, self-motivated, creative and caring individuals with extensive experience in a school age setting to work with children in grades K-8 for the academic school year. Responsibilities include implementing our kindergarten curriculum and assisting and supporting children with homework, creating and implementing art, cooking, science and other enrichment activities, and guiding and supporting the children in their development of interpersonal skills in a fun, respectful and safe environment.

Part-time positions available (2-5 days/week):

Canton
M-F 7-9AM
M-F 2:30-6:00pm

Availability on most half-days and non-school days is essential.
Some flexibility possible with afternoon start/end time.  

Must have relevant experience.  College students encouraged to apply!!    

Please email resume and availability to kidsborough@gmail.com. Potential candidates will be contacted by phone or email to schedule an interview. Only candidates with relevant experience need respond. Due to the volume of applicants, we will only respond to candidates whose qualifications meet the requirements of the position. 

All candidates are required to complete a CORI authorization form and present identification as required by 101 CMR 15.06(2)(b). Prior to hiring, a Statement of Health (within 1 year) from a physician must be provided. References will be checked. First Aid/CPR certification required within one month of hire.

We hire great people to care for our great kids!    "
72,Site Coordinator - School Age program, (Marlborough),Dec-26,https://boston.craigslist.org/bmw/edu/d/hopkinton-site-coordinator-school-age/6780522143.html,"
compensation: range begins at $880/week dependent on experience.

employment type: full-time

","

QR Code Link to This Post


JOIN OUR GROWING TEAM!

Kidsborough, a before and after school enrichment program with locations in Canton, Framingham, Hopkinton, Marlborough, Medfield and the North Middlesex Regional School District, is accepting applications for a Site Coordinator position in the Hopkinton/Marlborough area.

A Site Coordinator must be a dynamic, self motivated, organized, adaptable, creative and caring individual able to communicate positively, appropriately and effectively with children, parents, staff, school personnel and the community at large. Our ideal candidate will provide the highest level of fun, creative, engaging and educational hands-on activities that will have the children talking about their afternoons all during the school day! 

The Site Coordinator is responsible for promoting Kidsborough philosophy, goals and objectives by guiding, mentoring and supporting staff in their daily responsibilities, communicating with parents on a regular basis, implementing and complying with all required licensing regulations as determined by EEC, and participating in all daily activities with the children. The Site Coordinator must maintain a comfortable, supportive and nurturing environment where children can excel academically and creatively, and are supported and guided in their development of interpersonal skills in a fun, respectful and safe environment. In addition to activity and curriculum development and implementation, administrative duties include center enrollment, monthly accounting, maintaining child records, ordering of snack, educational and art materials, and maintaining and implementing all staff schedules, meetings and policies.

This full time position includes morning hours at least three days/wk 7am-9am and  must include Monday-Friday afternoons 2:00pm-6pm as well as half-days, non-school days, snow days and vacation days. Remaining hours scheduled between mornings and afternoons.

Salary range begins at $880/week. Increased rate depends on experience and education level.

Candidates must have a minimum of a Bachelor's degree and have significant experience working with school-aged children in an educational setting. 

All candidates are required to submit to a Background Records Check and present identification as required by 606 CMR 14. Prior to hiring, a Statement of Health (within 1 year) from a physician must be provided. References will be checked. First Aid/CPR certification required within one month of hire.

Please send resume and cover letter to admin@kidsborough.com.

Potential candidates will be contacted by phone or email to schedule an interview. Applications will be reviewed immediately. Only candidates with relevant experience need respond. Due to the volume of applicants, we will only respond to candidates whose qualifications meet the requirements of the position.

We hire great people to care for our great kids!
"
73,"Tutor the SAT/ACT, $35 to $50 per hour, plus paid training!",N/A,Dec-26,https://boston.craigslist.org/bmw/edu/d/tutor-the-sat-act-35-to-50-per-hour/6780519201.html,"
compensation: $35 to $50 per hour

employment type: part-time

","

QR Code Link to This Post






Requirements:


Reliable transportation (car is required).

Availability evenings and weekends (Sunday is our most popular day for tutoring) for a minimum of one year and, ideally, beyond

Bachelor's degree from a selective college or university

Score in the top 5% of the SAT or ACT (700+ on both math and verbal for SAT or 31+ composite on the ACT)



Summit Educational Group is committed to creating a diverse and inclusive workplace that is reflective of the communities in which we work and the clients that we serve. We seek to bring together people of varying backgrounds, skills, and experience, recognizing that this leads to a diversity of thought that fuels creativity and enables people to do their best work. Diverse candidates are strongly encouraged to apply.

Apply online now and become part of a great team!

"
74,Hiring Event!!!!," (Wilmington, MA)",Dec-26,https://boston.craigslist.org/nwb/edu/d/north-reading-hiring-event/6780452705.html,"
compensation: 14.50-18.00

employment type: full-time

non-profit organization

","

QR Code Link to This Post


MAY CENTER SCHOOL WILMINGTON JOB FAIR

Tuesday, January 8, 2019
9:30am-12:30pm

We are hiring Teacher Assistants, Teacher Aides, Paraprofessionals, ABA Counselors, and Lead Teachers!

School Snapshot
Age Range: 3 - 22
Staff-Student Ratio: 1:1 or 1:2
Length of Program: Full-day, 12mths 
Clinical Method: Applied Behavior Analysis (ABA)


Register Today! 
Adelossantos@mayinstitute.org    "
75,INFANT & TODDLER TEACHERS, (Winchester),Dec-26,https://boston.craigslist.org/gbs/edu/d/infant-toddler-teachers/6780367806.html,"
compensation: Based on Education and Experience

employment type: full-time

","

QR Code Link to This Post


INFANT & TODDLER TEACHERS
$1,500 Signing Bonus*
*Please see Directors for details.


Due to our high rate of parent satisfaction and their strong endorsements, we are experiencing a surge in enrollment and need to increase the size of our faculty.  We seek teachers who already have, or wish to have, a professional career in Early Childhood Education. The ideal candidate will possess a natural love for children while working in a strong team environment, where support and communication are paramount.

Educational professionals and academics are in agreement that children who receive a first-class Early Childhood Education have a significant advantage over their peers throughout their lifetime.

Over the 18 years we have been teaching and caring for children ages infant through kindergarten; we have continued to make improvements to the work place and curriculum.  One example is employing a music and yoga teacher. 

One constant that lies at the heart of our excellent reputation and success is our great teachers, whose dedication, professionalism, and love of children are our most important asset.   

Based on your education, experience and past performance, we are committed to offering a salary and benefits package that exceeds other similar centers. 

We are located just 7 miles northwest of Boston with convenient train and bus services. 

The following is a partial list of benefits we offer:

Paid vacation, holidays, sick time
Medical insurance
Dental insurance 
Aflac
401K
TUITION REIMBURSEMENT
"
